date time elev
2008-05-21 2008.38524590164 326.153145
2008-05-22 2008.38797814208 326.2711915
2008-05-23 2008.39071038251 326.25014125
2008-05-24 2008.39344262295 326.339454
2008-05-25 2008.39617486339 326.3071325
2008-05-26 2008.39890710383 326.0512275
2008-05-27 2008.40163934426 326.11653725
2008-05-28 2008.4043715847 326.212962
2008-05-29 2008.40710382514 326.1864825
2008-05-30 2008.40983606557 326.68943425
2008-05-31 2008.41256830601 326.72531175
2008-06-01 2008.41530054645 326.43727575
2008-06-02 2008.41803278689 326.519921
2008-06-03 2008.42076502732 326.527287
2008-06-04 2008.42349726776 326.52446125
2008-06-05 2008.4262295082 326.77255575
2008-06-06 2008.42896174863 326.7910025
2008-06-07 2008.43169398907 326.81459275
2008-06-08 2008.43442622951 327.13069575
2008-06-09 2008.43715846995 327.275317
2008-06-10 2008.43989071038 327.7391845
2008-06-11 2008.44262295082 327.79916025
2008-06-12 2008.44535519126 327.68232025
2008-06-13 2008.44808743169 327.49182025
2008-06-14 2008.45081967213 327.31656025
2008-06-15 2008.45355191257 327.1493965
2008-06-16 2008.45628415301 327.01379225
2008-06-17 2008.45901639344 326.812021
2008-06-18 2008.46174863388 326.51988925
2008-06-19 2008.46448087432 326.46350125
2008-06-20 2008.46721311475 326.314227789474
2008-06-21 2008.46994535519 326.06732475
2008-06-22 2008.47267759563 326.06529275
2008-06-23 2008.47540983607 325.99017225
2008-06-24 2008.4781420765 325.76008
2008-06-25 2008.48087431694 325.9248625
2008-06-26 2008.48360655738 325.87930125
2008-06-27 2008.48633879781 325.75401575
2008-06-28 2008.48907103825 325.804149
2008-06-29 2008.49180327869 325.8948905
2008-06-30 2008.49453551913 325.682938863158
2008-07-01 2008.49726775956 325.75700025
2008-07-02 2008.5 325.77532
2008-07-03 2008.50273224044 325.54884725
2008-07-04 2008.50546448087 325.72156725
2008-07-05 2008.50819672131 325.95797775
2008-07-06 2008.51092896175 325.92095725
2008-07-07 2008.51366120219 326.010524
2008-07-08 2008.51639344262 325.96159725
2008-07-09 2008.51912568306 325.8495515
2008-07-10 2008.5218579235 325.868157
2008-07-11 2008.52459016393 325.86336275
2008-07-12 2008.52732240437 325.779801094737
2008-07-13 2008.53005464481 325.741997361702
2008-07-14 2008.53278688525 325.759439478261
2008-07-15 2008.53551912568 325.70505725
2008-07-16 2008.53825136612 325.7927825
2008-07-17 2008.54098360656 325.930514
2008-07-18 2008.54371584699 326.1318725
2008-07-19 2008.54644808743 326.1294595
2008-07-20 2008.54918032787 326.16267
2008-07-21 2008.55191256831 326.261192589474
2008-07-22 2008.55464480874 326.3913335
2008-07-23 2008.55737704918 326.3735535
2008-07-24 2008.56010928962 326.503411
2008-07-25 2008.56284153005 326.405261617021
2008-07-26 2008.56557377049 326.366632
2008-07-27 2008.56830601093 326.27801775
2008-07-28 2008.57103825137 326.17876725
2008-07-29 2008.5737704918 326.1128225
2008-07-30 2008.57650273224 326.1454615
2008-07-31 2008.57923497268 326.192896
2008-08-01 2008.58196721311 326.189975
2008-08-02 2008.58469945355 326.15685975
2008-08-03 2008.58743169399 326.1439375
2008-08-04 2008.59016393443 326.1880065
2008-08-05 2008.59289617486 326.139175
2008-08-06 2008.5956284153 326.12339525
2008-08-07 2008.59836065574 326.16543225
2008-08-08 2008.60109289617 326.294369
2008-08-09 2008.60382513661 326.386952
2008-08-10 2008.60655737705 326.4207975
2008-08-11 2008.60928961749 326.41790825
2008-08-12 2008.61202185792 326.549004
2008-08-13 2008.61475409836 326.5763725
2008-08-14 2008.6174863388 326.562339
2008-08-15 2008.62021857923 326.56414875
2008-08-16 2008.62295081967 326.51055475
2008-08-17 2008.62568306011 326.4511505
2008-08-18 2008.62841530055 326.43600575
2008-08-19 2008.63114754098 326.42171825
2008-08-20 2008.63387978142 326.4168605
2008-08-21 2008.63661202186 326.412854652632
2008-08-22 2008.6393442623 326.49772775
2008-08-23 2008.64207650273 326.5606245
2008-08-24 2008.64480874317 326.57288
2008-08-25 2008.64754098361 326.583802
2008-08-26 2008.65027322404 326.608764255319
2008-08-27 2008.65300546448 326.69648275
2008-08-28 2008.65573770492 326.733055073684
2008-08-29 2008.65846994536 326.693149
2008-08-30 2008.66120218579 326.674692131868
2008-08-31 2008.66393442623 326.644140510638
2008-09-01 2008.66666666667 326.660482978723
2008-09-02 2008.6693989071 326.703309
2008-09-03 2008.67213114754 326.635491
2008-09-04 2008.67486338798 326.447641787234
2008-09-05 2008.67759562842 326.440928336842
2008-09-06 2008.68032786885 326.442083368421
2008-09-07 2008.68306010929 326.4343865
2008-09-08 2008.68579234973 326.44588
2008-09-09 2008.68852459016 326.3519635
2008-09-10 2008.6912568306 326.2645875
2008-09-11 2008.69398907104 326.376284
2008-09-12 2008.69672131148 326.3689815
2008-09-13 2008.69945355191 326.365743
2008-09-14 2008.70218579235 326.25007775
2008-09-15 2008.70491803279 326.0169375
2008-09-16 2008.70765027322 325.91930625
2008-09-17 2008.71038251366 325.885429
2008-09-18 2008.7131147541 325.7189955
2008-09-19 2008.71584699454 325.696863410526
2008-09-20 2008.71857923497 325.692756631579
2008-09-21 2008.72131147541 325.68342116129
2008-09-22 2008.72404371585 325.68937275
2008-09-23 2008.72677595628 325.70181875
2008-09-24 2008.72950819672 325.8654265
2008-09-25 2008.73224043716 326.19540425
2008-09-26 2008.7349726776 326.383523
2008-09-27 2008.73770491803 326.4027
2008-09-28 2008.74043715847 326.405621
2008-09-29 2008.74316939891 326.4192735
2008-09-30 2008.74590163934 326.41447925
2008-10-01 2008.74863387978 326.40558587234
2008-10-02 2008.75136612022 326.403208
2008-10-03 2008.75409836066 326.4021285
2008-10-04 2008.75683060109 326.3928575
2008-10-05 2008.75956284153 326.4012395
2008-10-06 2008.76229508197 326.43572
2008-10-07 2008.7650273224 326.4484835
2008-10-08 2008.76775956284 326.41251075
2008-10-09 2008.77049180328 326.36729875
2008-10-10 2008.77322404372 326.38552325
2008-10-11 2008.77595628415 326.4073355
2008-10-12 2008.77868852459 326.40031875
2008-10-13 2008.78142076503 326.43422775
2008-10-14 2008.78415300546 326.4039065
2008-10-15 2008.7868852459 326.298217768421
2008-10-16 2008.78961748634 326.2675085
2008-10-17 2008.79234972678 326.27331875
2008-10-18 2008.79508196721 326.26919125
2008-10-19 2008.79781420765 326.2569675
2008-10-20 2008.80054644809 326.26138075
2008-10-21 2008.80327868852 326.2556975
2008-10-22 2008.80601092896 326.312911
2008-10-23 2008.8087431694 326.245601
2008-10-24 2008.81147540984 325.92832325
2008-10-25 2008.81420765027 325.6796255
2008-10-26 2008.81693989071 325.57926375
2008-10-27 2008.81967213115 325.49722175
2008-10-28 2008.82240437158 325.40076525
2008-10-29 2008.82513661202 325.26424025
2008-10-30 2008.82786885246 325.21045575
2008-10-31 2008.8306010929 325.191374
2008-11-01 2008.83333333333 325.16467225
2008-11-02 2008.83606557377 325.14259584
2008-11-03 2008.83879781421 325.130795
2008-11-04 2008.84153005464 325.110856
2008-11-05 2008.84426229508 325.05856375
2008-11-06 2008.84699453552 325.056627
2008-11-07 2008.84972677596 325.046467
2008-11-08 2008.85245901639 325.01131975
2008-11-09 2008.85519125683 324.98363375
2008-11-10 2008.85792349727 324.97976025
2008-11-11 2008.8606557377 325.00630325
2008-11-12 2008.86338797814 325.02262275
2008-11-13 2008.86612021858 325.00522375
2008-11-14 2008.86885245902 325.0319255
2008-11-15 2008.87158469945 325.03646575
2008-11-16 2008.87431693989 325.02579775
2008-11-17 2008.87704918033 325.04376825
2008-11-18 2008.87978142077 325.05615075
2008-11-19 2008.8825136612 325.058405
2008-11-20 2008.88524590164 325.05316625
2008-11-21 2008.88797814208 325.02363875
2008-11-22 2008.89071038251 324.9928095
2008-11-23 2008.89344262295 324.991045304348
2008-11-24 2008.89617486339 324.95563025
2008-11-25 2008.89890710383 324.96344075
2008-11-26 2008.90163934426 324.979411
2008-11-27 2008.9043715847 324.9674095
2008-11-28 2008.90710382514 324.957948
2008-11-29 2008.90983606557 324.95309025
2008-11-30 2008.91256830601 324.95366175
2008-12-01 2008.91530054645 324.94413675
2008-12-02 2008.91803278689 324.88216075
2008-12-03 2008.92076502732 324.979792
2008-12-04 2008.92349726776 325.13698625
2008-12-05 2008.9262295082 325.060685478261
2008-12-06 2008.92896174863 325.181722
2008-12-07 2008.93169398907 325.16206875
2008-12-08 2008.93442622951 325.15711575
2008-12-09 2008.93715846995 325.272781
2008-12-10 2008.93989071038 325.15819525
2008-12-11 2008.94262295082 325.383144
2008-12-12 2008.94535519126 325.60942625
2008-12-13 2008.94808743169 325.53608375
2008-12-14 2008.95081967213 325.4789655
2008-12-15 2008.95355191257 324.41143525
2008-12-16 2008.95628415301 324.4677915
2008-12-17 2008.95901639344 325.3138655
2008-12-18 2008.96174863388 325.82932675
2008-12-19 2008.96448087432 325.92787875
2008-12-20 2008.96721311475 325.91181325
2008-12-21 2008.96994535519 325.81135625
2008-12-22 2008.97267759563 325.73223525
2008-12-23 2008.97540983607 325.89441425
2008-12-24 2008.9781420765 325.9811235
2008-12-25 2008.98087431694 325.98140925
2008-12-26 2008.98360655738 325.90984475
2008-12-27 2008.98633879781 325.82570725
2008-12-28 2008.98907103825 325.74080775
2008-12-29 2008.99180327869 325.654035
2008-12-30 2008.99453551913 325.625587
2008-12-31 2008.99726775956 325.572374
2009-01-01 2009 325.56034075
2009-01-02 2009.00273972603 325.71223275
2009-01-03 2009.00547945205 325.73877575
2009-01-04 2009.00821917808 325.69064275
2009-01-05 2009.01095890411 325.65152675
2009-01-06 2009.01369863014 325.8129755
2009-01-07 2009.01643835616 325.78525775
2009-01-08 2009.01917808219 325.7492215
2009-01-09 2009.02191780822 325.8066255
2009-01-10 2009.02465753425 325.8071335
2009-01-11 2009.02739726027 325.87676125
2009-01-12 2009.0301369863 325.96991575
2009-01-13 2009.03287671233 326.002269
2009-01-14 2009.03561643836 325.97766275
2009-01-15 2009.03835616438 326.19216575
2009-01-16 2009.04109589041 326.3025605
2009-01-17 2009.04383561644 326.371331
2009-01-18 2009.04657534247 326.272017
2009-01-19 2009.04931506849 326.1146005
2009-01-20 2009.05205479452 325.9698205
2009-01-21 2009.05479452055 325.8940015
2009-01-22 2009.05753424658 325.8254215
2009-01-23 2009.0602739726 325.75382525
2009-01-24 2009.06301369863 325.78570225
2009-01-25 2009.06575342466 325.7369025
2009-01-26 2009.06849315068 325.9327365
2009-01-27 2009.07123287671 325.97664675
2009-01-28 2009.07397260274 325.938896
2009-01-29 2009.07671232877 325.79967225
2009-01-30 2009.07945205479 325.81059425
2009-01-31 2009.08219178082 325.77166875
2009-02-01 2009.08493150685 325.6764505
2009-02-02 2009.08767123288 325.6165065
2009-02-03 2009.0904109589 325.57043725
2009-02-04 2009.09315068493 325.445501
2009-02-05 2009.09589041096 325.5168115
2009-02-06 2009.09863013699 325.52890825
2009-02-07 2009.10136986301 325.4477235
2009-02-08 2009.10410958904 325.41194125
2009-02-09 2009.10684931507 325.405623
2009-02-10 2009.1095890411 325.9729955
2009-02-11 2009.11232876712 326.0324315
2009-02-12 2009.11506849315 325.89943075
2009-02-13 2009.11780821918 325.93702275
2009-02-14 2009.12054794521 325.83377175
2009-02-15 2009.12328767123 325.683372
2009-02-16 2009.12602739726 325.539989
2009-02-17 2009.12876712329 325.47220275
2009-02-18 2009.13150684931 325.478648
2009-02-19 2009.13424657534 325.32653375
2009-02-20 2009.13698630137 325.29154525
2009-02-21 2009.1397260274 325.2487145
2009-02-22 2009.14246575342 325.07716925
2009-02-23 2009.14520547945 325.258684
2009-02-24 2009.14794520548 325.2863065
2009-02-25 2009.15068493151 325.4075915
2009-02-26 2009.15342465753 325.436357
2009-02-27 2009.15616438356 325.01170075
2009-02-28 2009.15890410959 324.69889975
2009-03-01 2009.16164383562 325.0404345
2009-03-02 2009.16438356164 325.39670125
2009-03-03 2009.16712328767 325.3962885
2009-03-04 2009.1698630137 325.446644
2009-03-05 2009.17260273973 325.58237525
2009-03-06 2009.17534246575 325.4820135
2009-03-07 2009.17808219178 325.20613775
2009-03-08 2009.18082191781 325.126316869565
2009-03-09 2009.18356164384 325.09882275
2009-03-10 2009.18630136986 325.09704475
2009-03-11 2009.18904109589 324.54364225
2009-03-12 2009.19178082192 324.477634
2009-03-13 2009.19452054795 325.448295
2009-03-14 2009.19726027397 325.83523225
2009-03-15 2009.2 325.7567145
2009-03-16 2009.20273972603 325.42127575
2009-03-17 2009.20547945205 325.40863925
2009-03-18 2009.20821917808 325.394574
2009-03-19 2009.21095890411 325.5357345
2009-03-20 2009.21369863014 325.843646
2009-03-21 2009.21643835616 326.136127
2009-03-22 2009.21917808219 326.2596345
2009-03-23 2009.22191780822 326.34907425
2009-03-24 2009.22465753425 326.51919075
2009-03-25 2009.22739726027 326.45873875
2009-03-26 2009.2301369863 326.3917145
2009-03-27 2009.23287671233 326.3534875
2009-03-28 2009.23561643836 326.40749425
2009-03-29 2009.23835616438 326.440165
2009-03-30 2009.24109589041 326.45858
2009-03-31 2009.24383561644 326.49817225
2009-04-01 2009.24657534247 326.59266025
2009-04-02 2009.24931506849 326.56272
2009-04-03 2009.25205479452 326.508872
2009-04-04 2009.25479452055 326.50426825
2009-04-05 2009.25753424658 326.5314145
2009-04-06 2009.2602739726 326.566403
2009-04-07 2009.26301369863 326.53785975
2009-04-08 2009.26575342466 326.473693
2009-04-09 2009.26849315068 326.48991725
2009-04-10 2009.27123287671 326.51277725
2009-04-11 2009.27397260274 326.465057
2009-04-12 2009.27671232877 326.4874725
2009-04-13 2009.27945205479 326.5872945
2009-04-14 2009.28219178082 326.59139025
2009-04-15 2009.28493150685 326.58034125
2009-04-16 2009.28767123288 326.59970875
2009-04-17 2009.2904109589 326.618346
2009-04-18 2009.29315068493 326.644508
2009-04-19 2009.29589041096 326.67527375
2009-04-20 2009.29863013699 326.661018
2009-04-21 2009.30136986301 326.65254075
2009-04-22 2009.30410958904 326.601455
2009-04-23 2009.30684931507 326.619616
2009-04-24 2009.3095890411 326.64473025
2009-04-25 2009.31232876712 326.67152725
2009-04-26 2009.31506849315 326.707246
2009-04-27 2009.31780821918 326.7286455
2009-04-28 2009.32054794521 326.6937205
2009-04-29 2009.32328767123 326.61526625
2009-04-30 2009.32602739726 326.58034125
2009-05-01 2009.32876712329 326.6335225
2009-05-02 2009.33150684932 326.60320125
2009-05-03 2009.33424657534 326.570213
2009-05-04 2009.33698630137 326.681592
2009-05-05 2009.3397260274 326.762872
2009-05-06 2009.34246575342 326.822816
2009-05-07 2009.34520547945 326.90641375
2009-05-08 2009.34794520548 326.92025675
2009-05-09 2009.35068493151 326.93257575
2009-05-10 2009.35342465753 326.94457725
2009-05-11 2009.35616438356 326.95873775
2009-05-12 2009.35890410959 326.9220665
2009-05-13 2009.36164383562 326.9818835
2009-05-14 2009.36438356164 326.968993
2009-05-15 2009.36712328767 326.87898175
2009-05-16 2009.3698630137 326.902953
2009-05-17 2009.37260273973 326.86170975
2009-05-18 2009.37534246575 326.79389175
2009-05-19 2009.37808219178 326.860408
2009-05-20 2009.38082191781 327.26899875
2009-05-21 2009.38356164384 327.21781775
2009-05-22 2009.38630136986 327.18155925
2009-05-23 2009.38904109589 327.054337
2009-05-24 2009.39178082192 326.97537475
2009-05-25 2009.39452054795 326.904096
2009-05-26 2009.39726027397 326.83510325
2009-05-27 2009.4 326.7920185
2009-05-28 2009.40273972603 326.99486925
2009-05-29 2009.40547945205 326.92635275
2009-05-30 2009.40821917808 326.79744775
2009-05-31 2009.41095890411 326.95302275
2009-06-01 2009.41369863014 326.85593125
2009-06-02 2009.41643835616 326.72512125
2009-06-03 2009.41917808219 327.049892
2009-06-04 2009.42191780822 326.8946345
2009-06-05 2009.42465753425 326.67501975
2009-06-06 2009.42739726027 327.04979675
2009-06-07 2009.4301369863 326.96223025
2009-06-08 2009.43287671233 326.85281975
2009-06-09 2009.43561643836 327.116059
2009-06-10 2009.43835616438 326.82434
2009-06-11 2009.44109589041 326.889745
2009-06-12 2009.44383561644 327.17406625
2009-06-13 2009.44657534247 326.87066325
2009-06-14 2009.44931506849 326.8703775
2009-06-15 2009.45205479452 327.1745425
2009-06-16 2009.45479452055 326.8237685
2009-06-17 2009.45753424658 326.89377725
2009-06-18 2009.4602739726 327.344024
2009-06-19 2009.46301369863 327.3442272
2009-06-20 2009.46575342466 327.31338525
2009-06-21 2009.46849315068 327.40419025
2009-06-22 2009.47123287671 327.4130485
2009-06-23 2009.47397260274 327.385426
2009-06-24 2009.47671232877 327.39968175
2009-06-25 2009.47945205479 327.379711
2009-06-26 2009.48219178082 327.389498021053
2009-06-27 2009.48493150685 327.394322958904
2009-06-28 2009.48767123288 327.407548190476
2009-06-29 2009.4904109589 327.403401942857
2009-06-30 2009.49315068493 327.388314074074
2009-07-01 2009.49589041096 327.36774125
2009-07-02 2009.49863013699 327.32792675
2009-07-03 2009.50136986301 327.32554826087
2009-07-04 2009.50410958904 327.32964125
2009-07-05 2009.50684931507 327.31910025
2009-07-06 2009.5095890411 327.317716085106
2009-07-07 2009.51232876712 327.330435
2009-07-08 2009.51506849315 327.489312
2009-07-09 2009.51780821918 327.628268715789
2009-07-10 2009.52054794521 328.04915975
2009-07-11 2009.52328767123 327.915778
2009-07-12 2009.52602739726 327.721722
2009-07-13 2009.52876712329 327.69673475
2009-07-14 2009.53150684932 327.68238375
2009-07-15 2009.53424657534 327.65571375
2009-07-16 2009.53698630137 327.60739025
2009-07-17 2009.5397260274 327.5578285
2009-07-18 2009.54246575342 327.48623225
2009-07-19 2009.54520547945 327.43009825
2009-07-20 2009.54794520548 327.393681
2009-07-21 2009.55068493151 327.42844725
2009-07-22 2009.55342465753 327.3358325
2009-07-23 2009.55616438356 327.29636725
2009-07-24 2009.55890410959 327.26480775
2009-07-25 2009.56164383562 327.2301685
2009-07-26 2009.56438356164 327.19216375
2009-07-27 2009.56712328767 327.164573
2009-07-28 2009.5698630137 327.1391095
2009-07-29 2009.57260273973 327.10828025
2009-07-30 2009.57534246575 327.153905
2009-07-31 2009.57808219178 327.1927035
2009-08-01 2009.58082191781 327.20575275
2009-08-02 2009.58356164384 327.2029905
2009-08-03 2009.58630136986 327.2173415
